"length_url","length_hostname","ip","nb_dots","nb_hyphens","nb_at","nb_qm","nb_and","nb_or","nb_eq","nb_underscore","nb_tilde","nb_percent","nb_slash","nb_star","nb_colon","nb_comma","nb_semicolumn","nb_dollar","nb_space","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","punycode","port","tld_in_path","tld_in_subdomain","abnormal_subdomain","nb_subdomains","prefix_suffix","random_domain","shortening_service","path_extension","nb_redirection","nb_external_redirection","length_words_raw","char_repeat","shortest_words_raw","shortest_word_host","shortest_word_path","longest_words_raw","longest_word_host","longest_word_path","avg_words_raw","avg_word_host","avg_word_path","phish_hints","domain_in_brand","brand_in_subdomain","brand_in_path","suspecious_tld","statistical_report","nb_hyperlinks","ratio_intHyperlinks","ratio_extHyperlinks","ratio_nullHyperlinks","nb_extCSS","ratio_intRedirection","ratio_extRedirection","ratio_intErrors","ratio_extErrors","login_form","external_favicon","links_in_tags","submit_email","ratio_intMedia","ratio_extMedia","sfh","iframe","popup_window","safe_anchor","onmouseover","right_clic","empty_title","domain_in_title","domain_with_copyright","whois_registered_domain","domain_registration_length","domain_age","web_traffic","dns_record","google_index","page_rank","status"
"47","18","0","1","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","4","2","2","15","2","15","15","11","8.5","15","6.333333333","0","0","0","0","0","0","979","0.981613892","0.018386108","0","1","0","0.111111111","0","0.055555556","0","1","63.63636364","0","0","100","0","0","0","33.33333333","0","0","0","1","1","0","433","3584","250391","0","0","5","safe"
"99","14","1","4","8","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","1","0","0","0","1","0.171717172","0","0","0","0","0","0","3","0","1","0","0","3","0","14","23","1","3","1","17","4","17","5.142857143","3.5","5.416666667","0","1","0","0","0","0","166","0.15060241","0.84939759","0","3","0","0.021276596","0","0.021276596","0","1","42.85714286","0","0","100","0","0","0","95.45454545","0","0","0","0","0","0","52","7984","348","0","1","6","safe"
"36","16","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","4","0","2","2","4","9","9","6","5.25","5.5","5","0","1","0","0","0","0","191","0.890052356","0.109947644","0","0","0","0.571428571","0","0","0","0","100","0","100","0","0","0","0","61.11111111","0","0","0","0","0","0","900","7134","13","0","0","7","safe"
"45","32","0","2","1","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0.022222222","0","0","0","0","0","0","2","1","0","1","0","1","0","4","2","4","4","4","12","12","4","7.5","8.666666667","4","0","0","0","0","0","0","103","0.932038835","0.067961165","0","1","0","0.285714286","0","0","0","1","81.81818182","0","100","0","0","0","0","0","0","0","0","1","1","0","116","7189","481145","1","1","1","unsafe"
"67","38","0","3","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","4","3","3","3","30","30","7","8.5","16.5","4.5","0","0","0","0","0","0","9","0.777777778","0.222222222","0","0","0","0","0","1","0","0","0","0","0","100","0","0","0","100","0","0","0","1","1","0","32","-1","0","0","1","0","unsafe"
"32","16","0","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","4","3","3","3","8","8","4","4.5","5.5","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","1000","0","0","1","0","unsafe"
"32","24","0","4","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","1","0","0","0","0","4","0","2","2","0","7","7","0","4.25","4.25","0","0","0","0","0","1","2","47","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","1","1","0","364","1","0","0","1","0","unsafe"
"29","20","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","12","12","0","7.5","7.5","0","0","0","0","0","0","0","181","0.889502762","0.110497238","0","2","0","0","0","0.1","0","1","96.15384615","0","81.57894737","18.42105263","0","0","0","12.5","0","0","0","1","1","0","77","2479","2339837","0","0","4","safe"
"91","17","1","2","5","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","0","0.087912088","0","0","0","0","0","0","2","1","0","0","0","0","0","9","4","3","3","3","16","9","16","7.888888889","6","8.428571429","1","0","0","0","0","0","41","0.951219512","0.048780488","0","0","0","0","0","0","0","0","87.5","0","100","0","0","0","0","66.66666667","0","0","0","0","1","0","735","9310","6136","0","0","5","safe"
"34","25","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","17","17","0","10","10","0","0","0","0","0","0","0","67","0.552238806","0.447761194","0","0","0","0.033333333","0","0.166666667","1","0","73.33333333","0","50","50","0","0","0","48.8372093","0","0","0","1","1","0","292","3360","60722","0","0","4","safe"
"34","14","0","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","4","3","3","3","7","6","7","4.75","4.5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","6573","0","0","0","3","safe"
"42","34","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.023809524","0.029411765","0","0","0","0","0","2","0","0","0","0","1","0","2","1","11","11","0","18","18","0","14.5","14.5","0","1","0","0","0","0","2","47","0","1","0","1","0","0","0","0.319148936","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","242","1950","341948","0","1","1","unsafe"
"22","13","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","2","3","3","3","0","6","6","0","4.5","4.5","0","0","0","0","0","0","0","278","0.992805755","0.007194245","0","0","0","0","0","0","0","0","50","0","100","0","0","0","0","96","0","0","0","0","0","0","0","-1","70132","0","0","5","safe"
"37","15","0","3","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","3","8","3","8","8","5","5","8","4","1","0","0","0","0","0","122","0.901639344","0.098360656","0","0","0","0","0","0","0","0","94.44444444","0","10","90","0","0","0","33.33333333","0","0","0","1","0","1","0","-1","198565","0","1","1","safe"
"13","6","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0.076923077","0.166666667","0","0","0","0","0","1","0","1","0","0","1","0","1","0","3","3","0","3","3","0","3","3","0","0","0","0","0","0","0","26","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","1","1","0","1544","-1","1779698","0","0","2","safe"
"79","19","0","3","1","1","1","0","0","1","0","0","0","7","0","1","0","0","0","0","0","0","0","0","1","0.075949367","0.263157895","0","0","1","0","0","3","1","0","0","0","0","0","11","2","2","2","3","11","8","11","5.272727273","4.666666667","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","145","4603","797163","0","1","1","unsafe"
"55","25","0","3","4","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","8","4","3","3","4","7","7","6","4.625","4.5","4.75","0","0","0","0","0","0","29","0.724137931","0.275862069","0","0","0","0.125","0","0","1","0","45.45454545","0","0","100","0","0","0","0","0","0","0","1","1","0","227","4887","0","0","0","3","safe"
"36","28","0","3","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","3","1","0","0","0","4","0","4","0","2","2","0","9","9","0","5.5","5.5","0","0","0","0","0","0","0","53","0.113207547","0.886792453","0","4","0","0.191489362","0","0","0","1","18.75","0","0","100","0","0","0","0","0","0","0","1","1","0","114","252","2602858","0","1","0","unsafe"
"94","43","0","2","1","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","7","4","2","39","2","39","39","13","11","39","6.333333333","2","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","1","0","0","401","330","0","0","1","0","unsafe"
"123","17","1","2","0","0","1","4","0","5","0","0","3","3","0","1","0","0","0","0","0","0","0","0","0","0.325203252","0","0","0","0","0","0","2","0","0","0","0","0","0","14","6","1","4","1","16","8","16","6.857142857","6","7","0","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","157","9339","21","0","0","5","unsafe"
"26","17","0","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","3","3","3","0","7","7","0","5","5","0","0","0","0","0","0","0","161","0.931677019","0.068322981","0","0","0","0.090909091","0","0","0","0","50","0","0","0","0","0","0","46.66666667","0","0","0","0","0","0","1115","8757","108411","0","0","5","safe"
"48","16","0","2","0","0","0","0","0","0","1","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","5","0","2","2","4","10","9","10","6.4","5.5","7","0","1","0","0","0","0","193","0.906735751","0.093264249","0","0","0","0.666666667","0","0","0","0","100","0","100","0","0","0","0","59.09090909","0","0","0","0","0","0","901","7134","13","0","0","7","safe"
"113","32","1","3","1","0","0","0","0","0","1","0","0","6","0","1","0","0","0","0","0","0","0","0","1","0.274336283","0.4375","0","0","0","0","1","3","1","0","0","0","0","0","9","2","4","9","4","20","17","20","10.33333333","13","9.571428571","0","0","0","0","1","2","7","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","1","0","0","209","521","375731","1","1","2","unsafe"
"24","15","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","8","8","0","5.5","5.5","0","0","0","0","0","0","0","260","0.988461538","0.011538462","0","0","0","1","0","0","0","0","100","0","66.66666667","33.33333333","0","0","0","80","0","0","0","0","1","1","0","-1","94585","0","0","2","safe"
"22","13","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0.090909091","0.153846154","0","0","0","0","0","2","0","1","0","0","0","0","2","3","3","3","0","5","5","0","4","4","0","0","0","0","0","0","0","17","0.352941176","0.647058824","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","16.66666667","0","0","0","0","0","0","186","7485","93739","0","0","4","safe"
"72","16","1","2","6","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0.097222222","0","0","0","0","0","0","2","1","0","0","0","1","0","11","4","1","3","1","9","8","9","4.636363636","5.5","4.444444444","0","0","0","0","0","0","95","0.663157895","0.336842105","0","0","0","0.25","0","0.5","0","1","38.46153846","0","100","0","0","0","0","93.75","0","0","0","0","0","0","60","3958","1171381","0","0","3","safe"
"26","18","0","2","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","3","3","3","3","0","5","5","0","4.333333333","4.333333333","0","0","0","0","0","0","0","383","0.945169713","0.054830287","0","3","0","0.19047619","0","0","0","1","47.36842105","0","25","75","0","0","0","0","0","0","0","1","1","0","316","2971","8916361","0","0","1","safe"
"52","25","0","2","0","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","4","3","4","18","4","18","18","6","8.5","18","5.333333333","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","100","0","0","0","1","0","1","0","-1","0","0","1","0","unsafe"
"26","14","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","1","2","2","4","8","8","4","4.666666667","5","4","0","0","0","0","0","0","13","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","1","0","0","3437","-1","0","0","1","3","unsafe"
"70","49","1","5","2","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0.242857143","0.346938776","0","0","0","0","1","3","0","0","1","0","0","0","9","3","1","1","2","14","14","5","5.555555556","6.666666667","3.333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","218","5626","0","0","1","5","unsafe"
"46","11","0","3","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0.152173913","0.272727273","0","0","0","0","0","3","1","0","0","0","0","0","6","0","2","5","2","7","5","7","4.666666667","5","4.6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","255","-1","0","0","1","0","unsafe"
"49","16","0","2","0","0","0","0","0","0","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","6","0","2","2","4","9","9","6","5.333333333","5.5","5.25","0","1","0","0","0","0","1451","0.865609924","0.134390076","0","0","0","0.517948718","0","0.271794872","0","0","100","0","100","0","0","0","0","67.17171717","0","0","0","0","1","0","902","7133","12","0","0","7","safe"
"87","17","0","3","0","1","1","0","0","1","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0.091954023","0","0","0","0","0","0","3","0","0","0","0","0","0","8","2","2","3","2","40","9","40","8.5","6","9.333333333","0","0","0","0","0","0","38","0.789473684","0.210526316","0","1","0","0.5","0","0","0","1","66.66666667","0","100","0","0","0","0","0","0","0","0","1","0","0","110","256","0","0","1","0","unsafe"
"63","27","0","2","0","0","0","0","0","0","4","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0.095238095","0","0","0","0","1","0","2","0","0","0","0","1","0","8","2","2","2","5","9","9","8","5.75","5.25","6.25","0","0","0","0","0","0","69","0.942028986","0.057971014","0","0","0","1","0","0","0","1","86.66666667","0","50","50","0","0","0","100","0","0","0","1","1","0","150","7156","2250","0","1","3","safe"
"44","18","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","4","3","3","3","8","10","10","8","7.25","6.5","8","0","0","0","0","0","0","47","0.893617021","0.106382979","0","0","0","0.4","0","0.2","0","0","100","0","100","0","0","0","0","37.5","0","0","0","1","1","0","2642","5028","9583","0","0","6","safe"
"75","11","0","2","5","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0.106666667","0.090909091","0","0","0","0","0","2","1","1","0","0","1","0","12","0","2","7","2","7","7","7","4.333333333","7","4.090909091","2","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","1","0","0","617","1939","8011140","0","1","3","safe"
"60","24","0","2","2","0","0","0","0","0","0","1","0","4","0","1","0","0","0","0","0","0","0","0","1","0.166666667","0","0","0","0","0","0","2","1","0","0","0","0","0","6","1","3","4","3","13","8","13","7.5","6.333333333","8.666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","377","0","0","1","0","unsafe"
"21","12","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","5","5","0","4","4","0","0","0","0","0","0","0","51","0.411764706","0.588235294","0","4","0","0.333333333","0","0","0","1","44.44444444","0","77.77777778","22.22222222","0","0","0","28.57142857","0","0","0","1","0","0","75","6135","0","0","0","2","safe"
"72","28","0","3","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","1","0","0","3","0","6","1","4","6","4","18","18","15","9.5","12","8.25","1","0","0","0","0","0","23","0.695652174","0.304347826","0","0","0","0.857142857","0","0.428571429","0","0","0","0","100","0","0","0","0","0","0","0","0","1","0","0","120","976","0","0","1","0","unsafe"
"22","15","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","3","3","3","0","8","8","0","5.5","5.5","0","0","0","0","0","0","0","99","0.363636364","0.636363636","0","2","0","0.46031746","0","0.174603175","0","1","0","0","0","100","0","0","0","6.451612903","0","0","0","1","1","0","148","3505","0","0","0","2","safe"
"59","23","0","3","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0.06779661","0","0","0","0","0","0","3","0","0","0","0","1","0","7","4","1","3","1","15","15","8","6","9","4.8","0","0","0","0","0","0","95","0.852631579","0.147368421","0","1","0","0","0","0.428571429","0","1","0","0","100","0","0","0","0","0","0","0","0","1","1","0","3328","-1","98797","0","0","4","safe"
"93","20","1","4","1","0","1","0","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0.129032258","0","0","0","0","0","0","3","1","0","0","0","2","0","9","3","2","14","2","17","14","17","8","14","7.25","2","0","0","0","0","0","185","0.054054054","0.945945946","0","14","0","0.057142857","0","0.011428571","1","1","4.918032787","0","3.225806452","96.77419355","0","0","0","6.12244898","0","0","0","1","1","0","236","495","0","0","1","2","unsafe"
"21","14","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","11","11","0","11","11","0","11","11","0","0","0","0","0","0","0","378","0.978835979","0.021164021","0","0","0","0.625","0","0","0","1","92.85714286","0","98.48484848","1.515151515","0","0","0","44.44444444","0","0","0","1","0","1","0","-1","81605","0","0","5","safe"
"42","28","0","1","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","2","0","2","0","6","25","6","25","25","6","15.5","25","6","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","79","286","0","0","0","0","unsafe"
"96","24","0","2","1","0","0","0","0","0","0","0","5","5","0","1","0","0","0","5","0","0","0","0","1","0.145833333","0","0","0","0","0","0","2","1","0","1","0","0","0","10","1","2","9","2","12","10","12","7.5","9.5","7","0","0","0","0","0","0","274","0.686131387","0.313868613","0","5","0","0.476744186","0","0.069767442","0","1","7.692307692","0","0","100","0","0","0","41.09589041","0","0","0","1","1","0","3470","7121","33109","0","1","4","safe"
"31","24","0","3","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","1","0","2","3","3","3","0","13","13","0","8","8","0","0","0","0","0","0","0","11","0.272727273","0.727272727","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","1","1","1","0","-1","4270990","0","0","3","safe"
"18","11","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","3","3","0","4","4","0","3.5","3.5","0","0","0","0","0","0","0","12","0","1","0","2","0","0.583333333","0","0","0","1","0","0","0","100","0","0","0","0","0","0","0","1","0","0","53","7253","943419","0","1","1","unsafe"
"31","12","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0.129032258","0","0","0","0","0","0","2","0","0","0","0","1","0","4","3","3","3","3","7","4","7","4.25","3.5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","230","9267","8505","0","0","7","safe"
"24","16","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","8","8","0","5.5","5.5","0","0","0","0","0","0","0","604","0.986754967","0.013245033","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","1","0","0","62","4687","0","0","0","2","safe"
"32","23","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","15","15","0","9","9","0","0","0","0","0","0","0","141","0.90070922","0.09929078","0","1","0","0.142857143","0","0","0","1","55.55555556","0","90","10","0","0","0","82.92682927","0","0","0","1","1","0","220","8547","4793022","0","0","3","safe"
"38","29","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","1","9","9","0","15","15","0","12","12","0","0","1","0","0","0","0","102","0.598039216","0.401960784","0","5","0","0","0","0.024390244","0","1","71.42857143","0","0","100","0","0","0","0","0","0","0","1","1","0","585","7449","0","0","0","8","safe"
"38","30","0","3","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.105263158","0.133333333","0","0","0","0","0","3","1","0","0","0","1","0","4","0","2","2","0","13","13","0","5.5","5.5","0","0","0","0","0","0","0","103","0.932038835","0.067961165","0","1","0","0.285714286","0","0","0","1","81.81818182","0","100","0","0","0","0","0","0","0","0","1","1","0","96","6844","904078","1","1","2","unsafe"
"64","36","0","2","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","5","1","3","33","3","33","33","7","10","33","4.25","1","0","0","0","0","0","181","0.917127072","0.082872928","0","2","0","0.2","0","0.066666667","0","1","87.5","0","81.25","18.75","0","0","0","16.66666667","0","0","0","1","1","0","142","1684","4908352","0","1","0","unsafe"
"61","18","0","2","3","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","2","0","6","1","3","3","9","12","5","12","7.333333333","4","10.66666667","0","0","0","0","0","0","22","0.727272727","0.272727273","0","0","0","0","0","0","0","1","60","0","100","0","0","0","0","0","0","0","0","1","0","0","26","5452","125976","0","1","3","safe"
"28","19","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","11","11","0","7","7","0","0","0","0","0","0","0","18","0.777777778","0.222222222","0","0","0","0.5","0","0","0","0","100","0","0","0","0","0","0","50","0","0","0","1","1","0","261","1931","3635818","0","0","3","safe"
"41","14","0","3","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","1","0","1","0","5","4","2","3","2","11","6","11","5.2","4.5","5.666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2642","7219","737","0","0","6","safe"
"43","21","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","3","4","3","3","14","14","13","14","10","8","14","0","0","0","0","0","0","22","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","1","1","0","1","1460","0","0","1","0","unsafe"
"26","18","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","3","3","3","0","11","11","0","7","7","0","0","0","0","0","0","0","93","0.978494624","0.021505376","0","0","0","0","0","1","0","1","66.66666667","0","100","0","0","0","0","100","0","0","0","1","1","0","0","-1","765762","0","0","3","safe"
"28","19","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","11","11","0","7","7","0","0","0","0","0","0","0","486","0.514403292","0.485596708","0","1","0","0.004237288","0","0","0","1","81.48148148","0","0","100","0","0","0","50","0","0","0","1","1","0","288","1903","328534","0","0","2","safe"
"22","15","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","2","2","2","0","8","8","0","5","5","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","1","0","0","550","-1","0","0","1","2","unsafe"
"77","21","0","4","1","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","1","0.012987013","0.047619048","0","0","0","0","0","3","1","0","0","0","0","0","10","0","2","8","2","10","8","10","5.7","8","5.125","3","0","0","0","0","0","14","0.571428571","0.428571429","0","1","0","0","0","0.5","0","1","20","0","100","0","0","0","0","0","0","0","0","1","1","0","464","1728","0","0","1","3","unsafe"
"144","24","1","1","7","0","0","1","0","1","0","0","0","10","0","1","0","0","0","0","0","0","0","0","1","0.208333333","0","0","0","0","0","0","1","0","0","0","0","0","0","17","4","1","20","1","20","20","12","6.823529412","20","6","0","0","0","0","0","0","533","0.298311445","0.701688555","0","5","0","0.125668449","0","0.056149733","0","1","7.317073171","0","3.409090909","96.59090909","0","0","0","7.423580786","0","0","0","1","1","0","363","2","0","0","1","0","unsafe"
"43","27","0","2","1","0","1","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","5","3","1","2","1","16","16","5","5.4","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","84","3934","0","0","1","0","unsafe"
"106","18","1","8","2","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0.150943396","0","0","0","0","0","0","3","0","0","0","0","0","0","13","10","2","3","2","32","11","32","6.461538462","7","6.363636364","0","0","0","0","0","0","7","0.857142857","0.142857143","0","0","0","1","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","1","0","1","0","-1","0","0","1","0","unsafe"
"54","17","0","3","1","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","4","3","3","3","10","10","9","6.5","6.5","6.5","0","0","0","0","0","0","177","0.983050847","0.016949153","0","0","0","1","0","0","0","0","83.33333333","0","83.33333333","16.66666667","0","0","0","50","0","0","0","1","0","0","31","5447","58454","0","1","4","safe"
"52","17","0","2","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","2","0","0","0","0","1","0","6","1","2","5","2","9","7","9","6","6","6","1","0","0","0","0","0","123","0.81300813","0.18699187","0","2","0","0.173913043","0","0.043478261","0","1","82.5","0","0","0","0","0","0","25","0","0","0","1","1","0","409","10182","2931","0","0","5","safe"
"39","30","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","1","9","9","0","16","16","0","12.5","12.5","0","0","1","0","0","0","0","303","0.072607261","0.927392739","0","7","0","0.601423488","0","0.117437722","0","1","23.80952381","0","3.448275862","96.55172414","0","0","0","5.286343612","0","0","0","1","1","0","587","7447","0","0","0","8","safe"
